T23,"Production, trade and supply of energy",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
528,Netherlands (Kingdom of the),2019,Supply per capita (gigajoules),171,Data exclude Suriname and the Netherlands Antilles (former),"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
528,Netherlands (Kingdom of the),2020,Supply per capita (gigajoules),166,Data exclude Suriname and the Netherlands Antilles (former),"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
528,Netherlands (Kingdom of the),2021,Supply per capita (gigajoules),169,Data exclude Suriname and the Netherlands Antilles (former),"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
530,Netherlands Antilles [former],1995,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
530,Netherlands Antilles [former],2000,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
530,Netherlands Antilles [former],2005,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
530,Netherlands Antilles [former],2010,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
530,Netherlands Antilles [former],1995,Net imports [Imports - Exports - Bunkers] (petajoules),94,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
530,Netherlands Antilles [former],2000,Net imports [Imports - Exports - Bunkers] (petajoules),83,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
530,Netherlands Antilles [former],2005,Net imports [Imports - Exports - Bunkers] (petajoules),84,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
530,Netherlands Antilles [former],2010,Net imports [Imports - Exports - Bunkers] (petajoules),68,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
530,Netherlands Antilles [former],1995,Total supply (petajoules),95,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
530,Netherlands Antilles [former],2000,Total supply (petajoules),83,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
530,Netherlands Antilles [former],2005,Total supply (petajoules),84,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
530,Netherlands Antilles [former],2010,Total supply (petajoules),69,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
530,Netherlands Antilles [former],1995,Supply per capita (gigajoules),486,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
530,Netherlands Antilles [former],2000,Supply per capita (gigajoules),449,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
530,Netherlands Antilles [former],2005,Supply per capita (gigajoules),430,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
530,Netherlands Antilles [former],2010,Supply per capita (gigajoules),326,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,1995,Primary energy production (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2000,Primary energy production (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2005,Primary energy production (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2010,Primary energy production (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2015,Primary energy production (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2019,Primary energy production (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2020,Primary energy production (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2021,Primary energy production (petajoules),3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),26,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),28,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),36,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),47,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),61,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2019,Net imports [Imports - Exports - Bunkers] (petajoules),67,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2020,Net imports [Imports - Exports - Bunkers] (petajoules),63,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2021,Net imports [Imports - Exports - Bunkers] (petajoules),50,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2010,Changes in stocks (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2015,Changes in stocks (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2019,Changes in stocks (petajoules),-1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2020,Changes in stocks (petajoules),3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2021,Changes in stocks (petajoules),-4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,1995,Total supply (petajoules),27,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2000,Total supply (petajoules),30,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2005,Total supply (petajoules),37,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2010,Total supply (petajoules),46,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2015,Total supply (petajoules),61,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2019,Total supply (petajoules),69,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2020,Total supply (petajoules),63,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2021,Total supply (petajoules),57,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,1995,Supply per capita (gigajoules),134,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2000,Supply per capita (gigajoules),136,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2005,Supply per capita (gigajoules),154,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2010,Supply per capita (gigajoules),177,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2015,Supply per capita (gigajoules),217,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2019,Supply per capita (gigajoules),242,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2020,Supply per capita (gigajoules),219,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
540,New Caledonia,2021,Supply per capita (gigajoules),197,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,1995,Primary energy production (petajoules),556,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2000,Primary energy production (petajoules),629,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2005,Primary energy production (petajoules),569,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2010,Primary energy production (petajoules),773,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2015,Primary energy production (petajoules),790,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2019,Primary energy production (petajoules),752,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2020,Primary energy production (petajoules),727,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2021,Primary energy production (petajoules),705,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,1995,Net imports [Imports - Exports - Bunkers] (petajoules),91,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2000,Net imports [Imports - Exports - Bunkers] (petajoules),105,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2005,Net imports [Imports - Exports - Bunkers] (petajoules),166,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2010,Net imports [Imports - Exports - Bunkers] (petajoules),78,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2015,Net imports [Imports - Exports - Bunkers] (petajoules),157,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2019,Net imports [Imports - Exports - Bunkers] (petajoules),204,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2020,Net imports [Imports - Exports - Bunkers] (petajoules),215,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2021,Net imports [Imports - Exports - Bunkers] (petajoules),228,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,1995,Changes in stocks (petajoules),-4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2000,Changes in stocks (petajoules),-12,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2005,Changes in stocks (petajoules),-8,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2010,Changes in stocks (petajoules),12,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2015,Changes in stocks (petajoules),-17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2019,Changes in stocks (petajoules),-14,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2020,Changes in stocks (petajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2021,Changes in stocks (petajoules),-8,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,1995,Total supply (petajoules),650,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2000,Total supply (petajoules),747,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2005,Total supply (petajoules),744,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2010,Total supply (petajoules),837,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2015,Total supply (petajoules),964,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2019,Total supply (petajoules),970,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2020,Total supply (petajoules),936,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2021,Total supply (petajoules),942,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,1995,Supply per capita (gigajoules),177,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2000,Supply per capita (gigajoules),194,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2005,Supply per capita (gigajoules),180,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2010,Supply per capita (gigajoules),193,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2015,Supply per capita (gigajoules),210,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2019,Supply per capita (gigajoules),196,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2020,Supply per capita (gigajoules),185,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
554,New Zealand,2021,Supply per capita (gigajoules),184,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,1995,Primary energy production (petajoules),68,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2000,Primary energy production (petajoules),56,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2005,Primary energy production (petajoules),61,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2010,Primary energy production (petajoules),69,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2015,Primary energy production (petajoules),88,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2019,Primary energy production (petajoules),96,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2020,Primary energy production (petajoules),94,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2021,Primary energy production (petajoules),95,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,1995,Net imports [Imports - Exports - Bunkers] (petajoules),37,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2000,Net imports [Imports - Exports - Bunkers] (petajoules),49,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2005,Net imports [Imports - Exports - Bunkers] (petajoules),57,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2010,Net imports [Imports - Exports - Bunkers] (petajoules),56,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2015,Net imports [Imports - Exports - Bunkers] (petajoules),72,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2019,Net imports [Imports - Exports - Bunkers] (petajoules),74,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2020,Net imports [Imports - Exports - Bunkers] (petajoules),66,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2021,Net imports [Imports - Exports - Bunkers] (petajoules),71,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,1995,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2000,Changes in stocks (petajoules),-1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2005,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2010,Changes in stocks (petajoules),-3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2015,Changes in stocks (petajoules),-1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2019,Changes in stocks (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2020,Changes in stocks (petajoules),-1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2021,Changes in stocks (petajoules),-3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,1995,Total supply (petajoules),104,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2000,Total supply (petajoules),106,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2005,Total supply (petajoules),118,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2010,Total supply (petajoules),128,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2015,Total supply (petajoules),161,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2019,Total supply (petajoules),168,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2020,Total supply (petajoules),162,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2021,Total supply (petajoules),168,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,1995,Supply per capita (gigajoules),22,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2000,Supply per capita (gigajoules),21,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2005,Supply per capita (gigajoules),22,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2010,Supply per capita (gigajoules),22,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2015,Supply per capita (gigajoules),26,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2019,Supply per capita (gigajoules),25,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2020,Supply per capita (gigajoules),24,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
558,Nicaragua,2021,Supply per capita (gigajoules),25,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,1995,Primary energy production (petajoules),65,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2000,Primary energy production (petajoules),74,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2005,Primary energy production (petajoules),70,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2010,Primary energy production (petajoules),56,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2015,Primary energy production (petajoules),100,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2019,Primary energy production (petajoules),113,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2020,Primary energy production (petajoules),115,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2021,Primary energy production (petajoules),116,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,1995,Net imports [Imports - Exports - Bunkers] (petajoules),5,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2000,Net imports [Imports - Exports - Bunkers] (petajoules),7,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2005,Net imports [Imports - Exports - Bunkers] (petajoules),7,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2010,Net imports [Imports - Exports - Bunkers] (petajoules),13,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-4,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2019,Net imports [Imports - Exports - Bunkers] (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2020,Net imports [Imports - Exports - Bunkers] (petajoules),-6,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2021,Net imports [Imports - Exports - Bunkers] (petajoules),-4,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,1995,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2000,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2005,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2010,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2015,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2019,Changes in stocks (petajoules),6,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2020,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,1995,Total supply (petajoules),70,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2000,Total supply (petajoules),81,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2005,Total supply (petajoules),77,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2010,Total supply (petajoules),70,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2015,Total supply (petajoules),95,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2019,Total supply (petajoules),107,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2020,Total supply (petajoules),109,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2021,Total supply (petajoules),112,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,1995,Supply per capita (gigajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2000,Supply per capita (gigajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2005,Supply per capita (gigajoules),6,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2010,Supply per capita (gigajoules),4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2015,Supply per capita (gigajoules),5,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2019,Supply per capita (gigajoules),5,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2020,Supply per capita (gigajoules),4,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
562,Niger,2021,Supply per capita (gigajoules),4,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,1995,Primary energy production (petajoules),"6,860",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2000,Primary energy production (petajoules),"8,261",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2005,Primary energy production (petajoules),"9,762",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2010,Primary energy production (petajoules),"10,654",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2015,Primary energy production (petajoules),"10,738",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2019,Primary energy production (petajoules),"10,918",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2020,Primary energy production (petajoules),"10,021",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2021,Primary energy production (petajoules),"9,637",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,804",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"-4,595",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"-5,344",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"-5,283",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"-4,701",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2019,Net imports [Imports - Exports - Bunkers] (petajoules),"-4,219",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2020,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,239",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2021,Net imports [Imports - Exports - Bunkers] (petajoules),"-2,528",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2000,Changes in stocks (petajoules),10,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
566,Nigeria,2005,Changes in stocks (petajoules),-10,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
