T13,Gross domestic product and gross domestic product per capita,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
492,Monaco,2015,GDP in constant 2015 prices (millions of US dollars),"6,259",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
492,Monaco,2020,GDP in constant 2015 prices (millions of US dollars),"6,157",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
492,Monaco,2021,GDP in constant 2015 prices (millions of US dollars),"7,503",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
492,Monaco,2022,GDP in constant 2015 prices (millions of US dollars),"8,336",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
492,Monaco,1995,GDP real rates of growth (percent),2.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
492,Monaco,2005,GDP real rates of growth (percent),1.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
492,Monaco,2010,GDP real rates of growth (percent),2.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
492,Monaco,2015,GDP real rates of growth (percent),4.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
492,Monaco,2020,GDP real rates of growth (percent),-13.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
492,Monaco,2021,GDP real rates of growth (percent),21.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
492,Monaco,2022,GDP real rates of growth (percent),11.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,1995,GDP in current prices (millions of US dollars),"1,721",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2005,GDP in current prices (millions of US dollars),"2,926",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2010,GDP in current prices (millions of US dollars),"7,189",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2015,GDP in current prices (millions of US dollars),"11,620",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2020,GDP in current prices (millions of US dollars),"13,313",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2021,GDP in current prices (millions of US dollars),"15,286",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2022,GDP in current prices (millions of US dollars),"17,146",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,1995,GDP per capita (US dollars),739,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2005,GDP per capita (US dollars),"1,143",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2010,GDP per capita (US dollars),"2,660",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2015,GDP per capita (US dollars),"3,919",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2020,GDP per capita (US dollars),"4,041",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2021,GDP per capita (US dollars),"4,566",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2022,GDP per capita (US dollars),"5,046",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,1995,GDP in constant 2015 prices (millions of US dollars),"3,373",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2005,GDP in constant 2015 prices (millions of US dollars),"5,284",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2010,GDP in constant 2015 prices (millions of US dollars),"7,232",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2015,GDP in constant 2015 prices (millions of US dollars),"11,620",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2020,GDP in constant 2015 prices (millions of US dollars),"13,529",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2021,GDP in constant 2015 prices (millions of US dollars),"13,750",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2022,GDP in constant 2015 prices (millions of US dollars),"14,442",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,1995,GDP real rates of growth (percent),6.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2005,GDP real rates of growth (percent),7.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2010,GDP real rates of growth (percent),6.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2015,GDP real rates of growth (percent),1.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2020,GDP real rates of growth (percent),-4.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2021,GDP real rates of growth (percent),1.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
496,Mongolia,2022,GDP real rates of growth (percent),5.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,1995,GDP in current prices (millions of US dollars),"1,215",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2005,GDP in current prices (millions of US dollars),"2,279",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2010,GDP in current prices (millions of US dollars),"4,139",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2015,GDP in current prices (millions of US dollars),"4,053",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2020,GDP in current prices (millions of US dollars),"4,781",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2021,GDP in current prices (millions of US dollars),"5,861",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2022,GDP in current prices (millions of US dollars),"6,230",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,1995,GDP per capita (US dollars),"1,922",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2005,GDP per capita (US dollars),"3,601",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2010,GDP per capita (US dollars),"6,559",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2015,GDP per capita (US dollars),"6,393",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2020,GDP per capita (US dollars),"7,600",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2021,GDP per capita (US dollars),"9,334",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2022,GDP per capita (US dollars),"9,935",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,1995,GDP in constant 2015 prices (millions of US dollars),"1,794",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2005,GDP in constant 2015 prices (millions of US dollars),"3,078",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2010,GDP in constant 2015 prices (millions of US dollars),"3,704",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2015,GDP in constant 2015 prices (millions of US dollars),"4,053",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2020,GDP in constant 2015 prices (millions of US dollars),"4,047",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2021,GDP in constant 2015 prices (millions of US dollars),"4,574",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2022,GDP in constant 2015 prices (millions of US dollars),"4,867",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,1995,GDP real rates of growth (percent),14.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2005,GDP real rates of growth (percent),4.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2010,GDP real rates of growth (percent),2.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2015,GDP real rates of growth (percent),3.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2020,GDP real rates of growth (percent),-15.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2021,GDP real rates of growth (percent),13.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
499,Montenegro,2022,GDP real rates of growth (percent),6.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,1995,GDP in current prices (millions of US dollars),69,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2005,GDP in current prices (millions of US dollars),49,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2010,GDP in current prices (millions of US dollars),56,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2015,GDP in current prices (millions of US dollars),61,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2020,GDP in current prices (millions of US dollars),67,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2021,GDP in current prices (millions of US dollars),71,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2022,GDP in current prices (millions of US dollars),72,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,1995,GDP per capita (US dollars),"8,253",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2005,GDP per capita (US dollars),"10,414",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2010,GDP per capita (US dollars),"11,242",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2015,GDP per capita (US dollars),"12,133",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2020,GDP per capita (US dollars),"14,855",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2021,GDP per capita (US dollars),"15,971",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2022,GDP per capita (US dollars),"16,461",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,1995,GDP in constant 2015 prices (millions of US dollars),120,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2005,GDP in constant 2015 prices (millions of US dollars),57,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2010,GDP in constant 2015 prices (millions of US dollars),56,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2015,GDP in constant 2015 prices (millions of US dollars),61,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2020,GDP in constant 2015 prices (millions of US dollars),75,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2021,GDP in constant 2015 prices (millions of US dollars),79,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2022,GDP in constant 2015 prices (millions of US dollars),81,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,1995,GDP real rates of growth (percent),-8.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2005,GDP real rates of growth (percent),3.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2010,GDP real rates of growth (percent),-6.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2015,GDP real rates of growth (percent),1.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2020,GDP real rates of growth (percent),13.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2021,GDP real rates of growth (percent),5.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
500,Montserrat,2022,GDP real rates of growth (percent),2.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,1995,GDP in current prices (millions of US dollars),"38,728",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2005,GDP in current prices (millions of US dollars),"62,545",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2010,GDP in current prices (millions of US dollars),"96,428",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2015,GDP in current prices (millions of US dollars),"110,414",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2020,GDP in current prices (millions of US dollars),"121,354",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2021,GDP in current prices (millions of US dollars),"141,818",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2022,GDP in current prices (millions of US dollars),"130,913",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,1995,GDP per capita (US dollars),"1,456",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2005,GDP per capita (US dollars),"2,055",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2010,GDP per capita (US dollars),"2,970",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2015,GDP per capita (US dollars),"3,184",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2020,GDP per capita (US dollars),"3,308",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2021,GDP per capita (US dollars),"3,825",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2022,GDP per capita (US dollars),"3,495",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,1995,GDP in constant 2015 prices (millions of US dollars),"40,338",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2005,GDP in constant 2015 prices (millions of US dollars),"62,054",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2010,GDP in constant 2015 prices (millions of US dollars),"85,253",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2015,GDP in constant 2015 prices (millions of US dollars),"110,414",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2020,GDP in constant 2015 prices (millions of US dollars),"121,601",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2021,GDP in constant 2015 prices (millions of US dollars),"131,542",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2022,GDP in constant 2015 prices (millions of US dollars),"136,387",Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,1995,GDP real rates of growth (percent),-6.6,Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2005,GDP real rates of growth (percent),3.0,Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2010,GDP real rates of growth (percent),5.1,Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2015,GDP real rates of growth (percent),4.3,Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2020,GDP real rates of growth (percent),-6.4,Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2021,GDP real rates of growth (percent),8.2,Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
504,Morocco,2022,GDP real rates of growth (percent),3.7,Including Western Sahara.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,1995,GDP in current prices (millions of US dollars),"3,062",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2005,GDP in current prices (millions of US dollars),"8,869",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2010,GDP in current prices (millions of US dollars),"11,412",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2015,GDP in current prices (millions of US dollars),"16,209",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2020,GDP in current prices (millions of US dollars),"14,235",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2021,GDP in current prices (millions of US dollars),"16,168",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2022,GDP in current prices (millions of US dollars),"18,407",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,1995,GDP per capita (US dollars),196,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2005,GDP per capita (US dollars),439,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2010,GDP per capita (US dollars),495,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2015,GDP per capita (US dollars),604,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2020,GDP per capita (US dollars),457,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2021,GDP per capita (US dollars),504,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2022,GDP per capita (US dollars),558,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,1995,GDP in constant 2015 prices (millions of US dollars),"3,385",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2005,GDP in constant 2015 prices (millions of US dollars),"7,953",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2010,GDP in constant 2015 prices (millions of US dollars),"11,365",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2015,GDP in constant 2015 prices (millions of US dollars),"16,209",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2020,GDP in constant 2015 prices (millions of US dollars),"18,218",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2021,GDP in constant 2015 prices (millions of US dollars),"18,651",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2022,GDP in constant 2015 prices (millions of US dollars),"19,464",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,1995,GDP real rates of growth (percent),2.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2005,GDP real rates of growth (percent),6.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2010,GDP real rates of growth (percent),6.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2015,GDP real rates of growth (percent),7.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2020,GDP real rates of growth (percent),-1.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2021,GDP real rates of growth (percent),2.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
508,Mozambique,2022,GDP real rates of growth (percent),4.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
104,Myanmar,1995,GDP in current prices (millions of US dollars),"8,297",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
104,Myanmar,2005,GDP in current prices (millions of US dollars),"11,931",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
104,Myanmar,2010,GDP in current prices (millions of US dollars),"41,445",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
104,Myanmar,2015,GDP in current prices (millions of US dollars),"62,543",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
104,Myanmar,2020,GDP in current prices (millions of US dollars),"79,970",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
104,Myanmar,2021,GDP in current prices (millions of US dollars),"71,683",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
