T26,CO2 emission estimates,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
320,Guatemala,1975,Emissions (thousand metric tons of carbon dioxide),"3,359",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
320,Guatemala,1985,Emissions (thousand metric tons of carbon dioxide),"3,291",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
320,Guatemala,2005,Emissions (thousand metric tons of carbon dioxide),"11,173",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
320,Guatemala,2010,Emissions (thousand metric tons of carbon dioxide),"10,205",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
320,Guatemala,2015,Emissions (thousand metric tons of carbon dioxide),"14,817",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
320,Guatemala,2019,Emissions (thousand metric tons of carbon dioxide),"18,458",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
320,Guatemala,2020,Emissions (thousand metric tons of carbon dioxide),"16,110",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
320,Guatemala,2021,Emissions (thousand metric tons of carbon dioxide),"18,765",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
320,Guatemala,1975,Emissions per capita (Kilograms of carbon dioxide),0.5,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
320,Guatemala,1985,Emissions per capita (Kilograms of carbon dioxide),0.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
320,Guatemala,2005,Emissions per capita (Kilograms of carbon dioxide),0.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
320,Guatemala,2010,Emissions per capita (Kilograms of carbon dioxide),0.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
320,Guatemala,2015,Emissions per capita (Kilograms of carbon dioxide),0.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
320,Guatemala,2019,Emissions per capita (Kilograms of carbon dioxide),1.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
320,Guatemala,2020,Emissions per capita (Kilograms of carbon dioxide),0.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
320,Guatemala,2021,Emissions per capita (Kilograms of carbon dioxide),1.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
324,Guinea,1975,Emissions (thousand metric tons of carbon dioxide),859,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
324,Guinea,1985,Emissions (thousand metric tons of carbon dioxide),"1,012",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
324,Guinea,2005,Emissions (thousand metric tons of carbon dioxide),"1,865",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
324,Guinea,2010,Emissions (thousand metric tons of carbon dioxide),"2,536",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
324,Guinea,2015,Emissions (thousand metric tons of carbon dioxide),"2,506",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
324,Guinea,2019,Emissions (thousand metric tons of carbon dioxide),"4,009",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
324,Guinea,2020,Emissions (thousand metric tons of carbon dioxide),"4,601",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
324,Guinea,2021,Emissions (thousand metric tons of carbon dioxide),"4,225",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
324,Guinea,1975,Emissions per capita (Kilograms of carbon dioxide),0.2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
324,Guinea,1985,Emissions per capita (Kilograms of carbon dioxide),0.2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
324,Guinea,2005,Emissions per capita (Kilograms of carbon dioxide),0.2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
324,Guinea,2010,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
324,Guinea,2015,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
324,Guinea,2019,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
324,Guinea,2020,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
324,Guinea,2021,Emissions per capita (Kilograms of carbon dioxide),0.3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
624,Guinea-Bissau,1975,Emissions (thousand metric tons of carbon dioxide),113,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
624,Guinea-Bissau,1985,Emissions (thousand metric tons of carbon dioxide),171,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
624,Guinea-Bissau,2005,Emissions (thousand metric tons of carbon dioxide),215,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
624,Guinea-Bissau,2010,Emissions (thousand metric tons of carbon dioxide),246,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
624,Guinea-Bissau,2015,Emissions (thousand metric tons of carbon dioxide),287,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
624,Guinea-Bissau,2019,Emissions (thousand metric tons of carbon dioxide),332,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
624,Guinea-Bissau,2020,Emissions (thousand metric tons of carbon dioxide),309,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
624,Guinea-Bissau,2021,Emissions (thousand metric tons of carbon dioxide),311,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
624,Guinea-Bissau,1975,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
624,Guinea-Bissau,1985,Emissions per capita (Kilograms of carbon dioxide),0.2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
624,Guinea-Bissau,2005,Emissions per capita (Kilograms of carbon dioxide),0.2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
624,Guinea-Bissau,2010,Emissions per capita (Kilograms of carbon dioxide),0.2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
624,Guinea-Bissau,2015,Emissions per capita (Kilograms of carbon dioxide),0.2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
624,Guinea-Bissau,2019,Emissions per capita (Kilograms of carbon dioxide),0.2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
624,Guinea-Bissau,2020,Emissions per capita (Kilograms of carbon dioxide),0.2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
624,Guinea-Bissau,2021,Emissions per capita (Kilograms of carbon dioxide),0.2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
328,Guyana,1975,Emissions (thousand metric tons of carbon dioxide),"1,866",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
328,Guyana,1985,Emissions (thousand metric tons of carbon dioxide),"1,444",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
328,Guyana,2005,Emissions (thousand metric tons of carbon dioxide),"1,658",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
328,Guyana,2010,Emissions (thousand metric tons of carbon dioxide),"1,929",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
328,Guyana,2015,Emissions (thousand metric tons of carbon dioxide),"2,006",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
328,Guyana,2019,Emissions (thousand metric tons of carbon dioxide),"2,635",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
328,Guyana,2020,Emissions (thousand metric tons of carbon dioxide),"2,741",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
328,Guyana,2021,Emissions (thousand metric tons of carbon dioxide),"3,261",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
328,Guyana,1975,Emissions per capita (Kilograms of carbon dioxide),2.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
328,Guyana,1985,Emissions per capita (Kilograms of carbon dioxide),1.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
328,Guyana,2005,Emissions per capita (Kilograms of carbon dioxide),2.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
328,Guyana,2010,Emissions per capita (Kilograms of carbon dioxide),2.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
328,Guyana,2015,Emissions per capita (Kilograms of carbon dioxide),2.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
328,Guyana,2019,Emissions per capita (Kilograms of carbon dioxide),3.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
328,Guyana,2020,Emissions per capita (Kilograms of carbon dioxide),3.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
328,Guyana,2021,Emissions per capita (Kilograms of carbon dioxide),4.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
332,Haiti,1975,Emissions (thousand metric tons of carbon dioxide),414,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
332,Haiti,1985,Emissions (thousand metric tons of carbon dioxide),811,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
332,Haiti,2005,Emissions (thousand metric tons of carbon dioxide),"1,647",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
332,Haiti,2010,Emissions (thousand metric tons of carbon dioxide),"2,077",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
332,Haiti,2015,Emissions (thousand metric tons of carbon dioxide),"2,651",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
332,Haiti,2019,Emissions (thousand metric tons of carbon dioxide),"3,082",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
332,Haiti,2020,Emissions (thousand metric tons of carbon dioxide),"3,192",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
332,Haiti,2021,Emissions (thousand metric tons of carbon dioxide),"3,440",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
332,Haiti,1975,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
332,Haiti,1985,Emissions per capita (Kilograms of carbon dioxide),0.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
332,Haiti,2005,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
332,Haiti,2010,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
332,Haiti,2015,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
332,Haiti,2019,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
332,Haiti,2020,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
332,Haiti,2021,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
340,Honduras,1975,Emissions (thousand metric tons of carbon dioxide),"1,535",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
340,Honduras,1985,Emissions (thousand metric tons of carbon dioxide),"1,765",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
340,Honduras,2005,Emissions (thousand metric tons of carbon dioxide),"6,466",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
340,Honduras,2010,Emissions (thousand metric tons of carbon dioxide),"7,552",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
340,Honduras,2015,Emissions (thousand metric tons of carbon dioxide),"9,803",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
340,Honduras,2019,Emissions (thousand metric tons of carbon dioxide),"10,634",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
340,Honduras,2020,Emissions (thousand metric tons of carbon dioxide),"9,036",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
340,Honduras,2021,Emissions (thousand metric tons of carbon dioxide),"9,631",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
340,Honduras,1975,Emissions per capita (Kilograms of carbon dioxide),0.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
340,Honduras,1985,Emissions per capita (Kilograms of carbon dioxide),0.4,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
340,Honduras,2005,Emissions per capita (Kilograms of carbon dioxide),0.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
340,Honduras,2010,Emissions per capita (Kilograms of carbon dioxide),0.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
340,Honduras,2015,Emissions per capita (Kilograms of carbon dioxide),1.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
340,Honduras,2019,Emissions per capita (Kilograms of carbon dioxide),1.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
340,Honduras,2020,Emissions per capita (Kilograms of carbon dioxide),0.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
340,Honduras,2021,Emissions per capita (Kilograms of carbon dioxide),0.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
348,Hungary,1975,Emissions (thousand metric tons of carbon dioxide),"73,985",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
348,Hungary,1985,Emissions (thousand metric tons of carbon dioxide),"85,198",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
348,Hungary,2005,Emissions (thousand metric tons of carbon dioxide),"55,235",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
348,Hungary,2010,Emissions (thousand metric tons of carbon dioxide),"47,736",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
348,Hungary,2015,Emissions (thousand metric tons of carbon dioxide),"41,926",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
348,Hungary,2019,Emissions (thousand metric tons of carbon dioxide),"44,763",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
348,Hungary,2020,Emissions (thousand metric tons of carbon dioxide),"42,914",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
348,Hungary,2021,Emissions (thousand metric tons of carbon dioxide),"44,171",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
348,Hungary,1975,Emissions per capita (Kilograms of carbon dioxide),7.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
348,Hungary,1985,Emissions per capita (Kilograms of carbon dioxide),8.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
348,Hungary,2005,Emissions per capita (Kilograms of carbon dioxide),5.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
348,Hungary,2010,Emissions per capita (Kilograms of carbon dioxide),4.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
348,Hungary,2015,Emissions per capita (Kilograms of carbon dioxide),4.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
348,Hungary,2019,Emissions per capita (Kilograms of carbon dioxide),4.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
348,Hungary,2020,Emissions per capita (Kilograms of carbon dioxide),4.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
348,Hungary,2021,Emissions per capita (Kilograms of carbon dioxide),4.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
352,Iceland,1975,Emissions (thousand metric tons of carbon dioxide),"1,581",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
352,Iceland,1985,Emissions (thousand metric tons of carbon dioxide),"1,626",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
352,Iceland,2005,Emissions (thousand metric tons of carbon dioxide),"2,210",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
352,Iceland,2010,Emissions (thousand metric tons of carbon dioxide),"1,955",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
352,Iceland,2015,Emissions (thousand metric tons of carbon dioxide),"2,030",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
352,Iceland,2019,Emissions (thousand metric tons of carbon dioxide),"1,679",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
352,Iceland,2020,Emissions (thousand metric tons of carbon dioxide),"1,473",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
352,Iceland,2021,Emissions (thousand metric tons of carbon dioxide),"1,656",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
352,Iceland,1975,Emissions per capita (Kilograms of carbon dioxide),7.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
352,Iceland,1985,Emissions per capita (Kilograms of carbon dioxide),6.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
352,Iceland,2005,Emissions per capita (Kilograms of carbon dioxide),7.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
352,Iceland,2010,Emissions per capita (Kilograms of carbon dioxide),6.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
352,Iceland,2015,Emissions per capita (Kilograms of carbon dioxide),6.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
352,Iceland,2019,Emissions per capita (Kilograms of carbon dioxide),4.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
352,Iceland,2020,Emissions per capita (Kilograms of carbon dioxide),4.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
352,Iceland,2021,Emissions per capita (Kilograms of carbon dioxide),4.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
356,India,1975,Emissions (thousand metric tons of carbon dioxide),"247,615",Data refer to fiscal years beginning 1 April.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
356,India,1985,Emissions (thousand metric tons of carbon dioxide),"413,720",Data refer to fiscal years beginning 1 April.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
356,India,2005,Emissions (thousand metric tons of carbon dioxide),"1,178,844",Data refer to fiscal years beginning 1 April.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
356,India,2010,Emissions (thousand metric tons of carbon dioxide),"1,633,913",Data refer to fiscal years beginning 1 April.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
356,India,2015,Emissions (thousand metric tons of carbon dioxide),"2,208,434",Data refer to fiscal years beginning 1 April.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
356,India,2019,Emissions (thousand metric tons of carbon dioxide),"2,483,765",Data refer to fiscal years beginning 1 April.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
356,India,2020,Emissions (thousand metric tons of carbon dioxide),"2,210,855",Data refer to fiscal years beginning 1 April.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
356,India,2021,Emissions (thousand metric tons of carbon dioxide),"2,441,564",Data refer to fiscal years beginning 1 April.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
356,India,1975,Emissions per capita (Kilograms of carbon dioxide),0.4,Data refer to fiscal years beginning 1 April.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
356,India,1985,Emissions per capita (Kilograms of carbon dioxide),0.5,Data refer to fiscal years beginning 1 April.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
356,India,2005,Emissions per capita (Kilograms of carbon dioxide),1.0,Data refer to fiscal years beginning 1 April.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
356,India,2010,Emissions per capita (Kilograms of carbon dioxide),1.3,Data refer to fiscal years beginning 1 April.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
356,India,2015,Emissions per capita (Kilograms of carbon dioxide),1.7,Data refer to fiscal years beginning 1 April.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
356,India,2019,Emissions per capita (Kilograms of carbon dioxide),1.8,Data refer to fiscal years beginning 1 April.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
356,India,2020,Emissions per capita (Kilograms of carbon dioxide),1.6,Data refer to fiscal years beginning 1 April.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
356,India,2021,Emissions per capita (Kilograms of carbon dioxide),1.7,Data refer to fiscal years beginning 1 April.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
360,Indonesia,1975,Emissions (thousand metric tons of carbon dioxide),"46,079",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
360,Indonesia,1985,Emissions (thousand metric tons of carbon dioxide),"110,344",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
360,Indonesia,2005,Emissions (thousand metric tons of carbon dioxide),"308,859",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
360,Indonesia,2010,Emissions (thousand metric tons of carbon dioxide),"395,990",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
360,Indonesia,2015,Emissions (thousand metric tons of carbon dioxide),"460,274",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
360,Indonesia,2019,Emissions (thousand metric tons of carbon dioxide),"666,612",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
360,Indonesia,2020,Emissions (thousand metric tons of carbon dioxide),"623,201",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
360,Indonesia,2021,Emissions (thousand metric tons of carbon dioxide),"624,145",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
360,Indonesia,1975,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
360,Indonesia,1985,Emissions per capita (Kilograms of carbon dioxide),0.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
360,Indonesia,2005,Emissions per capita (Kilograms of carbon dioxide),1.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
360,Indonesia,2010,Emissions per capita (Kilograms of carbon dioxide),1.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
360,Indonesia,2015,Emissions per capita (Kilograms of carbon dioxide),1.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
360,Indonesia,2019,Emissions per capita (Kilograms of carbon dioxide),2.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
360,Indonesia,2020,Emissions per capita (Kilograms of carbon dioxide),2.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
360,Indonesia,2021,Emissions per capita (Kilograms of carbon dioxide),2.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
364,Iran (Islamic Republic of),1975,Emissions (thousand metric tons of carbon dioxide),"91,583",Data refer to fiscal years beginning 21 March.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
364,Iran (Islamic Republic of),1985,Emissions (thousand metric tons of carbon dioxide),"145,671",Data refer to fiscal years beginning 21 March.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
364,Iran (Islamic Republic of),2005,Emissions (thousand metric tons of carbon dioxide),"424,596",Data refer to fiscal years beginning 21 March.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
364,Iran (Islamic Republic of),2010,Emissions (thousand metric tons of carbon dioxide),"495,736",Data refer to fiscal years beginning 21 March.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
364,Iran (Islamic Republic of),2015,Emissions (thousand metric tons of carbon dioxide),"556,472",Data refer to fiscal years beginning 21 March.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
364,Iran (Islamic Republic of),2019,Emissions (thousand metric tons of carbon dioxide),"623,015",Data refer to fiscal years beginning 21 March.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
364,Iran (Islamic Republic of),2020,Emissions (thousand metric tons of carbon dioxide),"638,146",Data refer to fiscal years beginning 21 March.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
364,Iran (Islamic Republic of),2021,Emissions (thousand metric tons of carbon dioxide),"652,399",Data refer to fiscal years beginning 21 March.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
364,Iran (Islamic Republic of),1975,Emissions per capita (Kilograms of carbon dioxide),2.8,Data refer to fiscal years beginning 21 March.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
364,Iran (Islamic Republic of),1985,Emissions per capita (Kilograms of carbon dioxide),3.1,Data refer to fiscal years beginning 21 March.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
364,Iran (Islamic Republic of),2005,Emissions per capita (Kilograms of carbon dioxide),6.1,Data refer to fiscal years beginning 21 March.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
364,Iran (Islamic Republic of),2010,Emissions per capita (Kilograms of carbon dioxide),6.6,Data refer to fiscal years beginning 21 March.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
364,Iran (Islamic Republic of),2015,Emissions per capita (Kilograms of carbon dioxide),6.8,Data refer to fiscal years beginning 21 March.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
364,Iran (Islamic Republic of),2019,Emissions per capita (Kilograms of carbon dioxide),7.2,Data refer to fiscal years beginning 21 March.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
